"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"431488089509212160","Thu Feb 06 18:02:31 +0000 2014","0","#beritaSMG Korban Banjir Dilanda Depresi http://t.co/R8V2eDqFdw | suaramerdeka","431488089509212160","","","in","","0","0","1","https://x.com/undefined/status/431488089509212160","180652518",
"431475433633095680","Thu Feb 06 17:12:14 +0000 2014","0","Korban Banjir Dilanda Depresi http://t.co/FpV4niTAQN","431475433633095680","","","in","","0","0","1","https://x.com/undefined/status/431475433633095680","219527452",
"431471265753231360","Thu Feb 06 16:55:40 +0000 2014","0","Korban Banjir Dilanda Depresi http://t.co/YTCg4nzAmB","431471265753231360","","","in","","0","0","0","https://x.com/undefined/status/431471265753231360","219527452",
"431451220020969474","Thu Feb 06 15:36:01 +0000 2014","9","Perempuan yang secara teratur minum kopi berkafein kemungkinannya terkena depresi 20 persen lebih jarang. Baca di http://t.co/qMm5Ah7ldp","431451220020969474","","","in","","0","3","50","https://x.com/undefined/status/431451220020969474","36904795",
"431449711195602944","Thu Feb 06 15:30:01 +0000 2014","3","Depresi dapat membuat orang secara fisik terlihat lebih tua daripada usianya karena mempercepat proses penuaan sel http://t.co/G1nWJRNwYP","431449711195602944","","","in","","0","0","17","https://x.com/undefined/status/431449711195602944","36904795",
"431442664442331136","Thu Feb 06 15:02:01 +0000 2014","18","Sebuah studi mengatakan bahwa manusia yang tidur menggunakan banyak bantal cendrung cepat depresi. #Psikologi","431442664442331136","","","in","","0","16","222","https://x.com/undefined/status/431442664442331136","614166112",
"431406980394397696","Thu Feb 06 12:40:13 +0000 2014","1","WHO: depresi akan menjadi beban global penyakit kedua setelah penyakit jantung iskemik. http://t.co/87TE3mdzgQ","431406980394397696","","","in","","0","0","12","https://x.com/undefined/status/431406980394397696","36904795",
"431405934565261312","Thu Feb 06 12:36:04 +0000 2014","1","Depresi Akhir Tahun Lady Gaga yang Membawa Petaka http://t.co/KxICeKld32","431405934565261312","","","in","","0","0","2","https://x.com/undefined/status/431405934565261312","47596019",
"431396110611931137","Thu Feb 06 11:57:02 +0000 2014","0","Diduga Depresi Seorang Pria Bakar Diri di Pom Bensin http://t.co/P9ADyEltvZ","431396110611931137","","","in","","0","0","1","https://x.com/undefined/status/431396110611931137","214835683",
"431394763288240128","Thu Feb 06 11:51:41 +0000 2014","0","Diduga Depresi Seorang Pria Bakar Diri di Sekitar Pom Bensin http://t.co/ZrSkwavk99","431394763288240128","","","in","","0","0","1","https://x.com/undefined/status/431394763288240128","214835683",
"431390678183342080","Thu Feb 06 11:35:27 +0000 2014","21","Dampak dari depresi dan tekanan hidup bisa berpengaruh terhadap gangguan kesehatan fisik. #Psikologi","431390678183342080","","","in","","0","2","287","https://x.com/undefined/status/431390678183342080","614166112",
"431382688918822913","Thu Feb 06 11:03:42 +0000 2014","41","Sinar matahari pagi dapat melawan dan mengurangi depresi karena melepaskan endorfin yang berfungsi sebagai anti depresi alami.","431382688918822913","","","in","","0","11","444","https://x.com/undefined/status/431382688918822913","342430660",
"431382185078452224","Thu Feb 06 11:01:42 +0000 2014","0","Kesehatan emosional adl bagian penting. Usahakan lingkungan Anda mendukung utk tdk terjadi stress &amp; depresi. #7BulananMama","431382185078452224","","","in","","0","0","3","https://x.com/undefined/status/431382185078452224","176442910",
"431363543800115201","Thu Feb 06 09:47:37 +0000 2014","0","Lady Gaga Akui Depresi http://t.co/3LGR1foc4Y","431363543800115201","","","in","","0","1","12","https://x.com/undefined/status/431363543800115201","32358893",
"431345176619925505","Thu Feb 06 08:34:38 +0000 2014","2","Pisang bisa meningkatkan kadar Serotonin yang bisa melawan depresi","431345176619925505","","","in","","0","1","40","https://x.com/undefined/status/431345176619925505","600155513",
"431307583048388608","Thu Feb 06 06:05:15 +0000 2014","0","Pita hijau jg melambangkan kepedulian thdp depresi pada anak2 dan dewasa keselamatan kerja dan mengemudi anak hilang dan gangguan bipolar","431307583048388608","","","in","","0","0","0","https://x.com/undefined/status/431307583048388608","888120757",
